"PVWatts Hourly PV Performance Data"
"Requested Location","symlar"
"Location","Lat, Lng: 34.33, -118.46"
"Latitude (DD)","34.33"
"Longitude (DD)","-118.46"
"Elevation (m)","655.79998779297"
"DC System Size (kW)","4000"
"Module Type","Standard"
"Array Type","Fixed (open rack)"
"Array Tilt (deg)","20"
"Array Azimuth (deg)","180"
"System Losses (%)","14.08"
"DC to AC Size Ratio","1.2"
"Inverter Efficiency (%)","96"
"Ground Coverage Ratio","NA"
"Albedo","From weather file"
"Bifacial","No (0)"
"Monthly Irradiance Loss (%)",""
"","Jan","0"
"","Feb","0"
"","Mar","0"
"","Apr","0"
"","May","0"
"","June","0"
"","July","0"
"","Aug","0"
"","Sept","0"
"","Oct","0"
"","Nov","0"
"","Dec","0"

"Month","Day","Hour","Beam Irradiance (W/m2)","Diffuse Irradiance (W/m2)","Ambient Temperature (C)","Wind Speed (m/s)","Albedo","Plane of Array Irradiance (W/m2)","Cell Temperature (C)","DC Array Output (W)","AC System Output (W)"
"4","26","22","0","0","8","0.7","0.15","0","8","0","0"
"4","26","23","0","0","8","0.7","0.15","0","8","0","0"
"4","27","0","0","0","7","0.7","0.15","0","7","0","0"
"4","27","1","0","0","7","0.6","0.15","0","7","0","0"
"4","27","2","0","0","7","0.4","0.15","0","7","0","0"
"4","27","3","0","0","7","0.2","0.15","0","7","0","0"
"4","27","4","0","0","7","0.1","0.15","0","7","0","0"
"4","27","5","0","7","7","0.2","0.15","6.475","7.226","15046.727","0"
"4","27","6","15","96","9","0.5","0.15","91.716","12.205","312390.468","285466.981"
"4","27","7","0","120","11","0.9","0.15","111.687","14.493","378604.971","349335.241"
"4","27","8","25","245","13","1.5","0.15","246.723","19.653","831433.075","786117.845"
"4","27","9","172","392","16","2.4","0.15","529.198","27.853","1749357.176","1671516.246"
"4","27","10","209","453","17","3.1","0.15","648.693","29.829","2121939.24","2030896.246"
"4","27","11","381","427","16","3.4","0.15","816.452","31.391","2659168.013","2549088.868"
"4","27","12","307","457","16","3.4","0.15","769.416","30.499","2511628.965","2406777.715"
"4","27","13","866","158","15","3.7","0.15","963.17","32.4","3158937.408","3031149.445"
"4","27","14","498","280","15","4","0.15","677.779","26.715","2277588.564","2181030.295"
"4","27","15","216","273","15","4.1","0.15","395.013","21.738","1350074.611","1286381.85"
"4","27","16","586","104","14","4","0.15","332.308","19.731","1126718.438","1070940.074"
"4","27","17","458","64","12","3","0.15","128.292","14.439","356562.321","328073.65"
"4","27","18","0","0","10","1.8","0.15","0","0","0","0"
"4","27","19","0","0","8","1.1","0.15","0","8","0","0"
"4","27","20","0","0","8","1","0.15","0","8","0","0"
"4","27","21","0","0","8","0.9","0.15","0","8","0","0"
"4","27","22","0","0","7","0.7","0.15","0","7","0","0"
"4","27","23","0","0","7","0.5","0.15","0","7","0","0"
"4","28","0","0","0","7","0.5","0.15","0","7","0","0"
"4","28","1","0","0","6","0.6","0.15","0","6","0","0"
"4","28","2","0","0","6","0.7","0.15","0","6","0","0"
"4","28","3","0","0","6","0.9","0.15","0","6","0","0"
"4","28","4","0","0","6","1.4","0.15","0","6","0","0"
"4","28","5","83","27","6","2.5","0.15","21.842","6.44","53840.706","36078.665"
"4","28","6","319","92","8","3.4","0.15","156.975","10.904","501791.928","468157.194"
"4","28","7","194","203","10","3.3","0.15","281.866","15.429","982454.75","931788.222"
"4","28","8","22","241","12","3","0.15","240.877","16.855","819687.868","774788.818"
"4","28","9","34","326","14","2.7","0.15","342.926","21.262","1147743.675","1091220.303"
"4","28","10","371","406","15","2.6","0.15","761.898","31.446","2486967.552","2382990.154"
"4","28","11","75","458","16","2.6","0.15","524.551","27.288","1717893.969","1641167.905"
"4","28","12","924","146","17","2.8","0.15","1065.047","39.242","3386034.948","3250200.017"
"4","28","13","152","438","18","3.1","0.15","574.301","29.356","1879488.692","1797036.684"
"4","28","14","397","323","17","3.4","0.15","634.626","28.999","2108636.306","2018064.687"
"4","28","15","173","277","16","3.6","0.15","372.61","22.839","1264791.628","1204120.781"
"4","28","16","272","165","15","3.4","0.15","263.992","19.994","895407.143","847825.057"
"4","28","17","487","64","12","2.3","0.15","132.806","14.856","366789.958","337938.882"
"4","28","18","0","0","10","1.1","0.15","0","0","0","0"
"4","28","19","0","0","8","0.9","0.15","0","8","0","0"
"4","28","20","0","0","8","0.9","0.15","0","8","0","0"
"4","28","21","0","0","7","1","0.15","0","7","0","0"
"4","28","22","0","0","7","1","0.15","0","7","0","0"
"4","28","23","0","0","6","1","0.15","0","6","0","0"
"4","29","0","0","0","6","1","0.15","0","6","0","0"
"4","29","1","0","0","5","1.1","0.15","0","5","0","0"
"4","29","2","0","0","5","1.2","0.15","0","5","0","0"
"4","29","3","0","0","4","1.4","0.15","0","4","0","0"
"4","29","4","0","0","4","1.8","0.15","0","4","0","0"
"4","29","5","162","27","5","2.7","0.15","20.706","5.411","54124.723","36352.619"
"4","29","6","206","103","8","3.4","0.15","141.651","10.642","464712.59","432391.725"
"4","29","7","179","205","10","3.4","0.15","277.011","15.251","965547.95","915480.497"
"4","29","8","220","303","13","3.1","0.15","440.187","21.742","1501543.946","1432484.023"
"4","29","9","920","125","15","2.8","0.15","893.852","33.703","2933849.765","2814037.553"
"4","29","10","949","130","18","2.3","0.15","1031.462","41.609","3257590.796","3126307.152"
"4","29","11","959","132","19","2.2","0.15","1094.68","44.528","3404748.42","3268250.396"
"4","29","12","957","129","20","2.5","0.15","1080.678","43.815","3373413.672","3238025.963"
"4","29","13","946","121","20","3","0.15","993.382","40.066","3163282.464","3035340.539"
"4","29","14","910","115","20","3.3","0.15","835.2","36.086","2724156.201","2611774.265"
"4","29","15","844","105","19","3.3","0.15","621.767","31.007","2089252.684","1999367.904"
"4","29","16","748","85","17","3","0.15","377.004","24.592","1255279.886","1194946.078"
"4","29","17","523","60","14","2","0.15","134.642","17.057","363656.871","334916.812"
"4","29","18","0","0","11","1.1","0.15","0","0","0","0"
"4","29","19","0","0","9","0.9","0.15","0","9","0","0"
"4","29","20","0","0","9","0.9","0.15","0","9","0","0"
"4","29","21","0","0","8","0.9","0.15","0","8","0","0"
"4","29","22","0","0","8","0.9","0.15","0","8","0","0"
"4","29","23","0","0","7","0.9","0.15","0","7","0","0"
"4","30","0","0","0","7","1","0.15","0","7","0","0"
"4","30","1","0","0","7","1.2","0.15","0","7","0","0"
"4","30","2","0","0","6","1.4","0.15","0","6","0","0"
"4","30","3","0","0","6","1.7","0.15","0","6","0","0"
"4","30","4","0","0","6","2.2","0.15","0","6","0","0"
"4","30","5","181","27","8","3","0.15","20.627","8.395","55531.235","37709.293"
"4","30","6","447","79","10","3.8","0.15","174.473","13.014","541614.89","506569.071"
"4","30","7","773","88","13","4","0.15","444.267","20.702","1538155.42","1467798.207"
"4","30","8","863","100","16","3.9","0.15","677.758","27.93","2297963.252","2200683.028"
"4","30","9","909","110","19","3.7","0.15","870.143","34.741","2846064.391","2729362.764"
"4","30","10","929","119","21","3.5","0.15","1001.693","39.657","3190496.507","3061590.28"
"4","30","11","935","123","22","3.5","0.15","1061.625","41.761","3341638.534","3207376.744"
"4","30","12","931","122","23","3.7","0.15","1047.738","41.917","3298080.84","3165362.473"
"4","30","13","921","114","23","3.8","0.15","963.209","40.148","3067895.529","2943333.542"
"4","30","14","882","111","22","3.6","0.15","809.029","36.867","2631087.098","2522002.971"
"4","30","15","817","102","21","3.3","0.15","602.334","32.631","2010516.724","1923421.873"
"4","30","16","698","91","15","1.4","0.13","363.348","25.015","1207713.943","1149065.586"
"4","30","17","487","62","12","1.6","0.13","131.272","15.257","361138.113","332487.303"
"4","30","18","0","0","10","1.2","0.13","0","0","0","0"
"4","30","19","0","0","8","1.1","0.13","0","8","0","0"
"4","30","20","0","0","8","1","0.13","0","8","0","0"
"4","30","21","0","0","7","1","0.13","0","7","0","0"
"4","30","22","0","0","7","1","0.13","0","7","0","0"
"4","30","23","0","0","7","1","0.13","0","7","0","0"
"5","1","0","0","0","7","0.9","0.13","0","7","0","0"
"5","1","1","0","0","7","0.9","0.13","0","7","0","0"
"5","1","2","0","0","7","0.8","0.13","0","7","0","0"
"5","1","3","0","0","7","0.7","0.13","0","7","0","0"
"5","1","4","0","0","7","0.6","0.13","0","7","0","0"
"5","1","5","150","28","8","0.7","0.13","21.351","8.674","59407.634","41448.335"
"5","1","6","529","79","10","0.8","0.13","194.7","16.048","595416.476","558464.253"
"5","1","7","711","104","13","0.9","0.13","431.578","26.519","1460589.306","1392980.569"
"5","1","8","807","119","16","1.2","0.13","661.555","35.232","2178246.018","2085207.851"
"5","1","9","861","130","18","1.3","0.13","854.021","42.186","2710420.134","2598524.922"
"5","1","10","888","137","20","1.7","0.13","980.416","45.339","3051702.241","2927714.047"
"5","1","11","900","141","21","2.5","0.13","1043.86","43.998","3255998.107","3124770.898"
"5","1","12","897","140","21","3.3","0.13","1031.223","40.81","3260186.035","3128810.432"
"5","1","13","880","136","21","3.8","0.13","946.802","37.853","3042200.606","2918549.092"
"5","1","14","844","127","20","3.9","0.13","797.882","34.017","2622491.908","2513712.342"
"5","1","15","785","113","19","3.7","0.13","593.59","29.77","2002144.473","1915346.284"
"5","1","16","696","89","18","3.1","0.13","360.717","25.145","1198047.635","1139741.794"
"5","1","17","490","61","15","2","0.13","130.989","17.985","355775.964","327315.156"
"5","1","18","0","0","13","1.2","0.13","0","0","0","0"
"5","1","19","0","0","11","1.1","0.13","0","11","0","0"
"5","1","20","0","0","10","1","0.13","0","10","0","0"
"5","1","21","0","0","10","0.9","0.13","0","10","0","0"
"5","1","22","0","0","9","0.9","0.13","0","9","0","0"
"5","1","23","0","0","9","0.8","0.13","0","9","0","0"
"5","2","0","0","0","9","0.7","0.13","0","9","0","0"
"5","2","1","0","0","8","0.6","0.13","0","8","0","0"
"5","2","2","0","0","8","1.1","0.13","0","8","0","0"
"5","2","3","0","0","8","1.7","0.13","0","8","0","0"
"5","2","4","0","0","8","1.8","0.13","0","8","0","0"
"5","2","5","147","31","8","2","0.13","23.715","8.556","67990.159","49726.747"
"5","2","6","530","83","10","1.9","0.13","199.365","14.791","615395.442","577735.284"
"5","2","7","0","98","12","1.8","0.13","91.093","14.308","306356.376","279646.701"
"5","2","8","0","135","14","2.2","0.13","125.87","16.93","418211.085","387537.953"
"5","2","9","9","199","16","2.7","0.13","194.035","20.107","640924.092","602359.353"
"5","2","10","11","214","17","3.1","0.13","211.566","21.176","694226.024","653772.586"
"5","2","11","17","296","18","3.3","0.13","296.977","23.67","972574.039","922257.624"
"5","2","12","172","485","19","3.6","0.13","653.573","30.926","2121614.267","2030582.788"
"5","2","13","221","440","19","3.8","0.13","637.798","30.308","2084860.931","1995131.769"
"5","2","14","74","353","18","3.9","0.13","397.876","24.954","1321945.637","1259249.597"
"5","2","15","120","282","17","3.8","0.13","344.326","23.128","1162758.192","1105702.796"
"5","2","16","0","40","16","3.5","0.13","37.098","16.693","119510.88","99421.884"
"5","2","17","421","62","13","2.9","0.13","121.614","15.359","339174.359","311301.813"
"5","2","18","0","0","11","2.2","0.13","0","0","0","0"
"5","2","19","0","0","10","2.3","0.13","0","10","0","0"
"5","2","20","0","0","9","2.7","0.13","0","9","0","0"
"5","2","21","0","0","9","2.8","0.13","0","9","0","0"
"5","2","22","0","0","9","2.8","0.13","0","9","0","0"
"5","2","23","0","0","8","2.9","0.13","0","8","0","0"
"5","3","0","0","0","8","3","0.13","0","8","0","0"
"5","3","1","0","0","8","3.1","0.13","0","8","0","0"
"5","3","2","0","0","8","3.1","0.13","0","8","0","0"
"5","3","3","0","0","8","3.1","0.13","0","8","0","0"
"5","3","4","0","0","8","3.1","0.13","0","8","0","0"
"5","3","5","0","20","8","3.4","0.13","18.537","8.34","53651.171","35895.846"
"5","3","6","149","111","9","3.7","0.13","136.356","11.441","453622.9","421694.987"
"5","3","7","368","183","11","3.8","0.13","345.684","17.166","1204377.241","1145847.116"
"5","3","8","188","311","13","3.9","0.13","426.214","20.472","1457805.435","1390295.342"
"5","3","9","263","387","15","4.3","0.13","604.422","24.99","2026056.045","1938410.573"
"5","3","10","80","438","16","4.8","0.13","502.279","23.742","1670158.294","1595123.695"
"5","3","11","93","474","17","5.5","0.13","557.094","24.871","1843256.041","1762087.9"
"5","3","12","22","344","18","6","0.13","347.917","22.637","1149048.789","1092479.172"
"5","3","13","38","373","18","6.2","0.13","396.169","23.171","1314505.544","1252073.136"
"5","3","14","19","270","17","6.2","0.13","268.852","20.514","897895.938","850225.664"
"5","3","15","3","169","16","6.1","0.13","159.521","18.114","534058.257","499280.199"
"5","3","16","43","167","15","5.6","0.13","172.726","17.43","588318.143","551617.442"
"5","3","17","418","75","13","4.5","0.13","132.178","15.026","377588.878","348355.153"
"5","3","18","6","8","11","3.2","0.13","7.61","11.136","17497.111","1022.868"
"5","3","19","0","0","9","2.4","0.13","0","9","0","0"
"5","3","20","0","0","8","2","0.13","0","8","0","0"
"5","3","21","0","0","8","1.8","0.13","0","8","0","0"
"5","3","22","0","0","7","1.6","0.13","0","7","0","0"
"5","3","23","0","0","6","1.6","0.13","0","6","0","0"
"5","4","0","0","0","6","1.9","0.13","0","6","0","0"
"5","4","1","0","0","6","2.6","0.13","0","6","0","0"
"5","4","2","0","0","6","3.3","0.13","0","6","0","0"
"5","4","3","0","0","5","3.5","0.13","0","5","0","0"
"5","4","4","0","0","5","3.5","0.13","0","5","0","0"
"5","4","5","217","31","7","3.9","0.13","23.554","7.403","70215.737","51873.464"
"5","4","6","605","74","9","4.5","0.13","209.324","12.263","647038.904","608257.493"
"5","4","7","737","109","11","4.9","0.13","450.214","17.909","1575621.867","1503937.069"
"5","4","8","851","118","13","4.9","0.13","691.092","23.61","2378803.693","2278658.97"
"5","4","9","920","119","15","4.9","0.13","888.761","28.615","2973797.728","2852570"
"5","4","10","958","118","17","4.8","0.13","1027.58","32.924","3358032.714","3223190.014"
"5","4","11","976","115","18","4.8","0.13","1093.314","34.934","3533047.156","3333333.333"
"5","4","12","979","112","19","4.8","0.13","1083.599","35.785","3492420.658","3333333.333"
"5","4","13","965","107","20","4.9","0.13","994.992","35.229","3229457.48","3099170.711"
"5","4","14","935","101","19","5","0.13","839.653","31.71","2785679.374","2671117.427"
"5","4","15","883","90","18","5.1","0.13","628.943","27.427","2143117.252","2051323.837"
"5","4","16","790","75","17","4.9","0.13","385.06","22.874","1290432.733","1228853.321"
"5","4","17","602","53","14","3.9","0.13","141.476","16.301","375411.688","346255.109"
"5","4","18","88","11","12","2.9","0.13","10.464","12.197","24303.337","7587.923"
"5","4","19","0","0","10","2.8","0.13","0","10","0","0"
"5","4","20","0","0","9","3.3","0.13","0","9","0","0"
"5","4","21","0","0","8","3.6","0.13","0","8","0","0"
"5","4","22","0","0","8","3.7","0.13","0","8","0","0"
"5","4","23","0","0","7","3.4","0.13","0","7","0","0"
"5","5","0","0","0","7","2.8","0.13","0","7","0","0"
"5","5","1","0","0","6","2.6","0.13","0","6","0","0"
"5","5","2","0","0","6","2.6","0.13","0","6","0","0"
"5","5","3","0","0","6","2.6","0.13","0","6","0","0"
"5","5","4","0","0","6","2.8","0.13","0","6","0","0"
"5","5","5","332","27","9","3.6","0.13","20.409","9.366","60649.457","42646.156"
"5","5","6","693","58","13","4.3","0.13","216.353","16.45","649160.817","610304.218"
"5","5","7","839","75","16","4.9","0.13","465.188","23.141","1598487.644","1525992.621"
"5","5","8","914","86","19","5.1","0.13","699.996","29.483","2359275.985","2259823.206"
"5","5","9","955","94","22","4.4","0.13","893.083","36.616","2899113.735","2780532.358"
"5","5","10","977","99","23","3.6","0.13","1026.426","41.826","3240250.012","3109580.821"
"5","5","11","984","103","24","2.7","0.13","1089.036","47.148","3352608.47","3217957.972"
"5","5","12","979","104","25","2","0.13","1075.258","51.095","3258530.593","3127213.648"
