"PVWatts Hourly PV Performance Data"
"Requested Location","symlar"
"Location","Lat, Lng: 34.33, -118.46"
"Latitude (DD)","34.33"
"Longitude (DD)","-118.46"
"Elevation (m)","655.79998779297"
"DC System Size (kW)","4000"
"Module Type","Standard"
"Array Type","Fixed (open rack)"
"Array Tilt (deg)","20"
"Array Azimuth (deg)","180"
"System Losses (%)","14.08"
"DC to AC Size Ratio","1.2"
"Inverter Efficiency (%)","96"
"Ground Coverage Ratio","NA"
"Albedo","From weather file"
"Bifacial","No (0)"
"Monthly Irradiance Loss (%)",""
"","Jan","0"
"","Feb","0"
"","Mar","0"
"","Apr","0"
"","May","0"
"","June","0"
"","July","0"
"","Aug","0"
"","Sept","0"
"","Oct","0"
"","Nov","0"
"","Dec","0"

"Month","Day","Hour","Beam Irradiance (W/m2)","Diffuse Irradiance (W/m2)","Ambient Temperature (C)","Wind Speed (m/s)","Albedo","Plane of Array Irradiance (W/m2)","Cell Temperature (C)","DC Array Output (W)","AC System Output (W)"
"11","12","13","885","73","20","1.7","0.14","742.627","39.328","2435810.325","2333645.631"
"11","12","14","816","65","19","1.9","0.14","572.126","33.307","1936667.878","1852189.785"
"11","12","15","671","50","18","1.7","0.14","341.992","26.853","1144010.447","1087619.358"
"11","12","16","278","20","15","1.4","0.14","68.136","16.608","143618.377","122675.157"
"11","12","17","0","0","12","1.2","0.14","0","12","0","0"
"11","12","18","0","0","12","1.1","0.14","0","12","0","0"
"11","12","19","0","0","11","0.9","0.14","0","11","0","0"
"11","12","20","0","0","11","0.8","0.14","0","11","0","0"
"11","12","21","0","0","11","0.7","0.14","0","11","0","0"
"11","12","22","0","0","10","0.6","0.14","0","10","0","0"
"11","12","23","0","0","10","0.5","0.14","0","10","0","0"
"11","13","0","0","0","10","0.5","0.14","0","10","0","0"
"11","13","1","0","0","10","0.5","0.14","0","10","0","0"
"11","13","2","0","0","10","0.6","0.14","0","10","0","0"
"11","13","3","0","0","10","0.7","0.14","0","10","0","0"
"11","13","4","0","0","9","0.8","0.14","0","9","0","0"
"11","13","5","0","0","9","0.8","0.14","0","9","0","0"
"11","13","6","0","0","10","1","0.14","0","0","0","0"
"11","13","7","521","51","12","1.5","0.14","251.897","18.754","834866.809","789429.908"
"11","13","8","720","73","14","1.8","0.14","488.408","26.476","1697553.757","1621548.428"
"11","13","9","476","172","17","2.2","0.14","536.235","29.584","1817151.384","1736908.235"
"11","13","10","833","101","18","2.8","0.14","796.022","34.725","2644252.621","2534701.987"
"11","13","11","430","245","18","3.2","0.14","646.703","30.668","2161487.005","2069042.676"
"11","13","12","431","234","18","3.2","0.14","625.072","30.25","2095616.479","2005506.205"
"11","13","13","230","233","17","3.1","0.14","419.671","25.363","1428726.871","1362247.147"
"11","13","14","212","169","17","2.9","0.14","307.795","23.36","1058902.188","1005526.823"
"11","13","15","0","62","16","2.2","0.14","58.424","17.368","192414.55","169742.287"
"11","13","16","0","12","15","1.3","0.14","11.115","15.288","25467.906","8711.227"
"11","13","17","0","0","13","1","0.14","0","13","0","0"
"11","13","18","0","0","13","0.9","0.14","0","13","0","0"
"11","13","19","0","0","13","0.9","0.14","0","13","0","0"
"11","13","20","0","0","12","0.8","0.14","0","12","0","0"
"11","13","21","0","0","12","0.7","0.14","0","12","0","0"
"11","13","22","0","0","12","0.6","0.14","0","12","0","0"
"11","13","23","0","0","12","0.6","0.14","0","12","0","0"
"11","14","0","0","0","12","0.8","0.14","0","12","0","0"
"11","14","1","0","0","12","0.9","0.14","0","12","0","0"
"11","14","2","0","0","12","1","0.14","0","12","0","0"
"11","14","3","0","0","12","1.3","0.14","0","12","0","0"
"11","14","4","0","0","12","1.6","0.14","0","12","0","0"
"11","14","5","0","0","11","1.6","0.14","0","11","0","0"
"11","14","6","0","0","11","2.1","0.14","0","0","0","0"
"11","14","7","0","46","12","3.2","0.14","43.011","12.842","141477.058","120609.713"
"11","14","8","676","73","14","3.8","0.14","464.59","22.347","1638991.592","1565061.354"
"11","14","9","200","218","16","3.8","0.14","374.525","22.692","1287591.53","1226112.792"
"11","14","10","507","201","18","3.5","0.14","641.569","29.998","2160052.297","2067658.806"
"11","14","11","925","82","19","3.3","0.14","877.372","35.952","2894729.849","2776303.811"
"11","14","12","922","80","20","3.3","0.14","851.664","36.462","2809228.038","2693831.669"
"11","14","13","891","75","21","3.4","0.14","746.018","35.212","2488182.762","2384162.304"
"11","14","14","817","67","20","3.5","0.14","572.503","30.761","1957901.818","1872671.322"
"11","14","15","663","52","18","2.7","0.14","339.262","25.223","1140389.815","1084127.019"
"11","14","16","0","32","15","1.6","0.14","33.802","15.817","81471.469","62730.361"
"11","14","17","0","0","13","1.1","0.14","0","13","0","0"
"11","14","18","0","0","12","1.1","0.14","0","12","0","0"
"11","14","19","0","0","11","1.1","0.14","0","11","0","0"
"11","14","20","0","0","11","1.3","0.14","0","11","0","0"
"11","14","21","0","0","11","1.6","0.14","0","11","0","0"
"11","14","22","0","0","10","1.7","0.14","0","10","0","0"
"11","14","23","0","0","10","1.7","0.14","0","10","0","0"
"11","15","0","0","0","9","1.6","0.14","0","9","0","0"
"11","15","1","0","0","9","1.4","0.14","0","9","0","0"
"11","15","2","0","0","9","1.2","0.14","0","9","0","0"
"11","15","3","0","0","9","1.4","0.14","0","9","0","0"
"11","15","4","0","0","9","1.9","0.14","0","9","0","0"
"11","15","5","0","0","9","2.4","0.14","0","9","0","0"
"11","15","6","0","0","9","2.5","0.14","0","0","0","0"
"11","15","7","511","52","11","2.7","0.14","247.21","16.213","823957.862","778907.509"
"11","15","8","167","147","13","2.9","0.14","249.232","18.152","871454.819","824721.459"
"11","15","9","40","197","15","3.1","0.14","229.865","19.575","784724.652","741064.487"
"11","15","10","871","91","17","3.3","0.14","811.015","32.679","2717866.709","2605707.635"
"11","15","11","255","279","18","3.5","0.14","514.774","27.605","1731971.671","1654746.778"
"11","15","12","881","90","19","3.8","0.14","833.563","33.915","2776641.94","2662400.226"
"11","15","13","324","215","19","4","0.14","477.435","27.287","1621644.497","1548328.934"
"11","15","14","784","71","18","4","0.14","556.217","27.702","1924076.796","1840044.855"
"11","15","15","633","53","17","3.5","0.14","329.242","23.138","1114384.298","1059042.981"
"11","15","16","225","19","14","2.4","0.14","55.021","15.063","117464.282","97447.805"
"11","15","17","0","0","11","1.7","0.14","0","11","0","0"
"11","15","18","0","0","11","1.9","0.14","0","11","0","0"
"11","15","19","0","0","10","2.2","0.14","0","10","0","0"
"11","15","20","0","0","10","2.4","0.14","0","10","0","0"
"11","15","21","0","0","9","2.5","0.14","0","9","0","0"
"11","15","22","0","0","9","2.6","0.14","0","9","0","0"
"11","15","23","0","0","8","2.7","0.14","0","8","0","0"
"11","16","0","0","0","8","2.7","0.14","0","8","0","0"
"11","16","1","0","0","8","2.5","0.14","0","8","0","0"
"11","16","2","0","0","8","2.4","0.14","0","8","0","0"
"11","16","3","0","0","8","2.3","0.14","0","8","0","0"
"11","16","4","0","0","8","2.2","0.14","0","8","0","0"
"11","16","5","0","0","8","2.5","0.14","0","8","0","0"
"11","16","6","0","0","9","4","0.14","0","0","0","0"
"11","16","7","635","43","10","6.1","0.14","277.741","13.648","932086.555","883204.772"
"11","16","8","832","60","12","7","0.14","529.853","18.458","1902747.654","1819471.489"
"11","16","9","920","69","14","7","0.14","725.235","22.82","2543617.333","2437632.607"
"11","16","10","948","79","15","6.6","0.14","850.839","25.763","2928907.407","2809270.322"
"11","16","11","961","81","16","5.9","0.14","902.08","28.306","3065832.747","2941343.853"
"11","16","12","951","80","17","5.3","0.14","871.454","29.758","2950846.982","2830432.491"
"11","16","13","926","73","18","4.9","0.14","766.152","29.806","2610717.824","2502355.461"
"11","16","14","863","63","17","4.4","0.14","592.936","26.781","2060966.069","1972083.597"
"11","16","15","543","56","15","2.9","0.14","295.252","21.07","1004497.109","953049.532"
"11","16","16","0","22","12","1.6","0.13","21.625","12.523","51841.102","34149.916"
"11","16","17","0","0","10","1.4","0.13","0","10","0","0"
"11","16","18","0","0","9","1.5","0.13","0","9","0","0"
"11","16","19","0","0","9","1.4","0.13","0","9","0","0"
"11","16","20","0","0","9","1.4","0.13","0","9","0","0"
"11","16","21","0","0","8","1.6","0.13","0","8","0","0"
"11","16","22","0","0","8","1.7","0.13","0","8","0","0"
"11","16","23","0","0","8","1.6","0.13","0","8","0","0"
"11","17","0","0","0","9","1.6","0.13","0","9","0","0"
"11","17","1","0","0","8","1.8","0.13","0","8","0","0"
"11","17","2","0","0","7","1.9","0.13","0","7","0","0"
"11","17","3","0","0","7","2.1","0.13","0","7","0","0"
"11","17","4","0","0","7","2.2","0.13","0","7","0","0"
"11","17","5","0","0","7","2.4","0.13","0","7","0","0"
"11","17","6","0","0","8","2.8","0.13","0","0","0","0"
"11","17","7","609","42","11","3.8","0.13","266.269","15.688","883912.003","836737.236"
"11","17","8","805","60","14","5.1","0.13","513.205","21.733","1820300.629","1739945.89"
"11","17","9","891","70","17","5.4","0.13","703.945","27.204","2429370.705","2327434.192"
"11","17","10","933","75","18","4.6","0.13","831.925","31.316","2805940.584","2690660.702"
"11","17","11","947","77","19","3.9","0.13","883.499","34.577","2933274.336","2813482.513"
"11","17","12","937","77","20","3.5","0.13","854.602","36.009","2826323.828","2710321.687"
"11","17","13","896","75","20","3.4","0.13","744.944","34.195","2496356.13","2392046.057"
"11","17","14","594","101","19","3.3","0.13","477.048","28.248","1640142.704","1566171.676"
"11","17","15","366","74","17","2.5","0.13","239.988","22.298","808916.333","764398.961"
"11","17","16","0","13","14","1.6","0.13","12.045","14.291","27848.243","11007.218"
"11","17","17","0","0","11","1.5","0.13","0","11","0","0"
"11","17","18","0","0","11","1.6","0.13","0","11","0","0"
"11","17","19","0","0","10","1.5","0.13","0","10","0","0"
"11","17","20","0","0","10","1.5","0.13","0","10","0","0"
"11","17","21","0","0","9","1.6","0.13","0","9","0","0"
"11","17","22","0","0","9","1.7","0.13","0","9","0","0"
"11","17","23","0","0","8","1.8","0.13","0","8","0","0"
"11","18","0","0","0","8","1.9","0.13","0","8","0","0"
"11","18","1","0","0","8","1.9","0.13","0","8","0","0"
"11","18","2","0","0","8","1.9","0.13","0","8","0","0"
"11","18","3","0","0","8","1.9","0.13","0","8","0","0"
"11","18","4","0","0","8","1.9","0.13","0","8","0","0"
"11","18","5","0","0","7","2","0.13","0","7","0","0"
"11","18","6","0","0","8","2.4","0.13","0","8","0","0"
"11","18","7","0","58","12","3.5","0.13","56.292","13.049","186457.805","163996.613"
"11","18","8","517","98","15","4.5","0.13","399.628","21.501","1408223.665","1342470.451"
"11","18","9","400","179","18","4.6","0.13","485.729","25.771","1668385.243","1593413.47"
"11","18","10","469","208","19","4.2","0.13","614.403","29.364","2074012.77","1984668.001"
"11","18","11","393","245","20","3.8","0.13","601.228","30.732","2010030.01","1922952.405"
"11","18","12","582","176","21","3.5","0.13","680.144","33.724","2260766.969","2164804.757"
"11","18","13","620","136","20","2.7","0.13","618.375","33.232","2072069.562","1982793.649"
"11","18","14","431","132","19","1.5","0.13","410.594","30.177","1393419.061","1328190.434"
"11","18","15","64","88","17","0.8","0.13","116.868","20.758","388670.392","359044.005"
"11","18","16","0","10","15","0.7","0.13","9.258","15.279","21024.069","4424.853"
"11","18","17","0","0","15","0.5","0.13","0","15","0","0"
"11","18","18","0","0","14","0.6","0.13","0","14","0","0"
"11","18","19","0","0","13","0.7","0.13","0","13","0","0"
"11","18","20","0","0","13","0.9","0.13","0","13","0","0"
"11","18","21","0","0","12","1","0.13","0","12","0","0"
"11","18","22","0","0","12","1.1","0.13","0","12","0","0"
"11","18","23","0","0","12","1","0.13","0","12","0","0"
"11","19","0","0","0","11","0.8","0.13","0","11","0","0"
"11","19","1","0","0","11","0.7","0.13","0","11","0","0"
"11","19","2","0","0","11","0.6","0.13","0","11","0","0"
"11","19","3","0","0","11","0.6","0.13","0","11","0","0"
"11","19","4","0","0","10","0.7","0.13","0","10","0","0"
"11","19","5","0","0","10","0.8","0.13","0","10","0","0"
"11","19","6","0","0","10","0.7","0.13","0","10","0","0"
"11","19","7","535","44","12","0.8","0.13","242.48","19.687","788458.199","744665.74"
"11","19","8","753","64","14","1.3","0.13","485.923","27.882","1682393.894","1606925.739"
"11","19","9","853","74","17","2.1","0.13","682.555","33.371","2300648.203","2203272.839"
"11","19","10","913","76","19","2.5","0.13","812.89","37.034","2683079.926","2572153.486"
"11","19","11","211","277","20","2.7","0.13","474.718","30.114","1579682.645","1507853.958"
"11","19","12","562","182","20","3","0.13","669.613","33.581","2226589.729","2131838.552"
"11","19","13","890","73","20","3.2","0.13","735.436","34.472","2463095.504","2359963.987"
"11","19","14","811","65","19","3.1","0.13","561.378","30.253","1925092.899","1841024.953"
"11","19","15","652","50","17","2.3","0.13","329.705","24.549","1106933.117","1051855.825"
"11","19","16","229","16","14","1.4","0.13","47.872","15.135","101059.466","81624.278"
"11","19","17","0","0","11","1.2","0.13","0","11","0","0"
"11","19","18","0","0","11","1.2","0.13","0","11","0","0"
"11","19","19","0","0","11","1.2","0.13","0","11","0","0"
"11","19","20","0","0","10","1.2","0.13","0","10","0","0"
"11","19","21","0","0","10","1.2","0.13","0","10","0","0"
"11","19","22","0","0","10","1.2","0.13","0","10","0","0"
"11","19","23","0","0","9","1.2","0.13","0","9","0","0"
"11","20","0","0","0","9","1.1","0.13","0","9","0","0"
"11","20","1","0","0","9","1.1","0.13","0","9","0","0"
"11","20","2","0","0","8","1.1","0.13","0","8","0","0"
"11","20","3","0","0","8","1.1","0.13","0","8","0","0"
"11","20","4","0","0","8","1","0.13","0","8","0","0"
"11","20","5","0","0","8","1","0.13","0","8","0","0"
"11","20","6","0","0","8","0.9","0.13","0","8","0","0"
"11","20","7","581","41","10","1.1","0.13","251.524","17.372","822522.819","777523.315"
"11","20","8","779","61","13","0.7","0.13","494.656","29.462","1703260.91","1627053.354"
"11","20","9","872","71","16","0.9","0.13","685.597","37.584","2274189.401","2177751.579"
"11","20","10","886","78","17","2","0.13","791.855","36.346","2621507.887","2512763.19"
"11","20","11","753","127","18","2.5","0.13","783.269","35.355","2590801.768","2483145.111"
"11","20","12","323","247","18","2.7","0.13","537.39","29.463","1804240.135","1724454.483"
"11","20","13","374","198","17","2.5","0.13","492.683","27.917","1674413.764","1599228.377"
"11","20","14","15","140","16","2.2","0.13","145.26","19.402","491746.906","458468.107"
"11","20","15","12","81","15","1.5","0.13","84.199","17.282","280967.015","255156.986"
"11","20","16","0","10","13","0.9","0.13","9.259","13.264","21240.891","4633.992"
"11","20","17","0","0","12","0.8","0.13","0","12","0","0"
"11","20","18","0","0","11","0.8","0.13","0","11","0","0"
"11","20","19","0","0","11","0.8","0.13","0","11","0","0"
"11","20","20","0","0","10","1","0.13","0","10","0","0"
"11","20","21","0","0","10","1.1","0.13","0","10","0","0"
"11","20","22","0","0","9","1.1","0.13","0","9","0","0"
"11","20","23","0","0","9","1.2","0.13","0","9","0","0"
"11","21","0","0","0","8","1.2","0.13","0","8","0","0"
"11","21","1","0","0","8","1.3","0.13","0","8","0","0"
"11","21","2","0","0","7","1.4","0.13","0","7","0","0"
"11","21","3","0","0","7","1.4","0.13","0","7","0","0"
"11","21","4","0","0","7","1.5","0.13","0","7","0","0"
"11","21","5","0","0","7","1.5","0.13","0","7","0","0"
"11","21","6","0","0","8","1.9","0.13","0","8","0","0"
"11","21","7","560","41","10","3.2","0.13","243.068","14.685","800581.188","756359.163"
"11","21","8","764","61","12","4.5","0.13","484.817","19.895","1730920.953","1653733.291"
"11","21","9","863","70","14","5.1","0.13","676.198","24.17","2362734.265","2263158.945"
"11","21","10","912","74","17","5","0.13","805.558","29.247","2742044.927","2629029.123"
"11","21","11","926","76","18","4.6","0.13","856.834","31.708","2880155.352","2762245.746"
"11","21","12","916","76","19","4.1","0.13","829.512","33.218","2776535.598","2662297.652"
"11","21","13","883","72","19","3.8","0.13","726.622","32.027","2457904.185","2354956.617"
"11","21","14","806","64","18","3.6","0.13","555.618","28.287","1920260.385","1836363.674"
"11","21","15","647","48","16","3.5","0.13","324.769","22.049","1099381.757","1044572.04"
"11","21","16","218","15","13","3.3","0.13","37.752","13.616","77657.729","59051.757"
"11","21","17","0","0","11","3.4","0.13","0","11","0","0"
"11","21","18","0","0","11","3.5","0.13","0","11","0","0"
"11","21","19","0","0","10","3","0.13","0","10","0","0"
"11","21","20","0","0","10","2.5","0.13","0","10","0","0"
"11","21","21","0","0","9","2.3","0.13","0","9","0","0"
"11","21","22","0","0","9","2.1","0.13","0","9","0","0"
"11","21","23","0","0","8","1.9","0.13","0","8","0","0"
"11","22","0","0","0","8","1.9","0.13","0","8","0","0"
"11","22","1","0","0","8","2","0.13","0","8","0","0"
"11","22","2","0","0","8","2.1","0.13","0","8","0","0"
"11","22","3","0","0","7","2.2","0.13","0","7","0","0"
"11","22","4","0","0","7","2.2","0.13","0","7","0","0"
"11","22","5","0","0","7","2.1","0.13","0","7","0","0"
"11","22","6","0","0","8","2.4","0.13","0","8","0","0"
"11","22","7","558","38","10","2.9","0.13","238.101","14.821","780841.616","737319.043"
"11","22","8","473","100","13","3.1","0.13","370.933","20.432","1310539.421","1248247.548"
"11","22","9","853","65","16","3.6","0.13","661.492","28.231","2277089.771","2180549.176"
"11","22","10","898","70","19","4.2","0.13","787.87","32.321","2651751.685","2541935.329"
"11","22","11","909","74","20","4.3","0.13","838.611","33.974","2795646.448","2680731.328"
"11","22","12","901","74","21","4.1","0.13","813.551","34.946","2705956.892","2594219.83"
"11","22","13","873","69","20","4","0.13","714.708","32.445","2414426.305","2313019.331"
"11","22","14","248","154","19","3.8","0.13","318.804","24.712","1094992.058","1040337.886"
"11","22","15","647","47","17","3.1","0.13","323.38","23.421","1088215.528","1033801.475"
"11","22","16","0","24","14","2","0.13","22.831","14.507","54418.857","36636.331"
"11","22","17","0","0","12","1.4","0.13","0","12","0","0"
"11","22","18","0","0","11","1.4","0.13","0","11","0","0"
"11","22","19","0","0","11","1.6","0.13","0","11","0","0"
"11","22","20","0","0","10","2.4","0.13","0","10","0","0"
"11","22","21","0","0","10","3.5","0.13","0","10","0","0"
"11","22","22","0","0","10","4.3","0.13","0","10","0","0"
"11","22","23","0","0","9","4.6","0.13","0","9","0","0"
"11","23","0","0","0","9","4.6","0.13","0","9","0","0"
"11","23","1","0","0","9","5","0.13","0","9","0","0"
"11","23","2","0","0","9","5.2","0.13","0","9","0","0"
"11","23","3","0","0","9","5.1","0.13","0","9","0","0"
"11","23","4","0","0","9","4.7","0.13","0","9","0","0"
"11","23","5","0","0","9","4","0.13","0","9","0","0"
"11","23","6","0","0","9","3.8","0.13","0","9","0","0"
"11","23","7","57","59","11","4.2","0.13","84.556","12.414","279750.66","253983.731"
"11","23","8","253","127","13","4.9","0.13","277.016","17.271","978951.377","928408.988"
"11","23","9","722","92","16","5.6","0.13","608.272","24.61","2118821.38","2027888.864"
"11","23","10","942","72","18","5.6","0.13","822.487","29.628","2796835.552","2681878.298"
"11","23","11","968","69","19","5.2","0.13","879.35","32.034","2953443.129","2832936.646"
"11","23","12","962","68","20","4.6","0.13","853.833","33.668","2854341.401","2737346.487"
"11","23","13","930","64","20","4.1","0.13","748.737","32.854","2526353.578","2420980.576"
"11","23","14","731","68","19","3.5","0.13","514.859","28.68","1774852.92","1696108.574"
"11","23","15","363","70","17","2.2","0.13","233.548","22.453","783878.799","740248.606"
"11","23","16","0","18","13","1.3","0.13","17.123","13.443","40469.082","23180.852"
"11","23","17","0","0","12","1.5","0.13","0","12","0","0"
"11","23","18","0","0","11","1.7","0.13","0","11","0","0"
"11","23","19","0","0","10","1.9","0.13","0","10","0","0"
"11","23","20","0","0","10","2.1","0.13","0","10","0","0"
"11","23","21","0","0","9","2.3","0.13","0","9","0","0"
"11","23","22","0","0","9","2.5","0.13","0","9","0","0"
"11","23","23","0","0","9","2.4","0.13","0","9","0","0"
"11","24","0","0","0","8","2.4","0.13","0","8","0","0"
"11","24","1","0","0","8","2.6","0.13","0","8","0","0"
"11","24","2","0","0","8","2.9","0.13","0","8","0","0"
"11","24","3","0","0","8","3.2","0.13","0","8","0","0"
"11","24","4","0","0","8","3.4","0.13","0","8","0","0"
"11","24","5","0","0","8","3.4","0.13","0","8","0","0"
"11","24","6","0","0","8","3.6","0.13","0","8","0","0"
"11","24","7","599","37","11","4.1","0.13","247.987","15.157","807845.902","763366.46"
"11","24","8","809","55","15","4.2","0.13","496.119","23.42","1749899.022","1672038.892"
"11","24","9","899","65","18","4.1","0.13","688.588","29.83","2357406.241","2258019.715"
"11","24","10","924","78","20","4.1","0.13","813.411","33.95","2720574.242","2608319.229"
"11","24","11","940","81","21","4","0.13","868.534","36.099","2871219.413","2753626.443"
"11","24","12","935","80","21","4.1","0.13","844.709","35.481","2803565.515","2688369.791"
"11","24","13","921","70","21","4.3","0.13","748.167","33.49","2518035.839","2412957.568"
"11","24","14","854","61","20","4","0.13","578.104","30.089","1986085.662","1899856.5"
"11","24","15","706","46","18","2.7","0.13","345.57","25.346","1154790.035","1098016.982"
"11","24","16","263","15","14","1.5","0.13","40.242","14.92","81925.131","63167.948"
"11","24","17","0","0","12","1.4","0.13","0","12","0","0"
"11","24","18","0","0","11","1.4","0.13","0","11","0","0"
"11","24","19","0","0","10","1.5","0.13","0","10","0","0"
"11","24","20","0","0","10","1.6","0.13","0","10","0","0"
"11","24","21","0","0","10","1.7","0.13","0","10","0","0"
"11","24","22","0","0","10","1.8","0.13","0","10","0","0"
"11","24","23","0","0","10","1.7","0.13","0","10","0","0"
"11","25","0","0","0","9","1.7","0.13","0","9","0","0"
"11","25","1","0","0","9","1.8","0.13","0","9","0","0"
"11","25","2","0","0","8","1.9","0.13","0","8","0","0"
"11","25","3","0","0","8","1.9","0.13","0","8","0","0"
"11","25","4","0","0","8","1.9","0.13","0","8","0","0"
"11","25","5","0","0","7","1.9","0.13","0","7","0","0"
"11","25","6","0","0","8","1.8","0.13","0","8","0","0"
"11","25","7","629","35","11","2.2","0.13","254.374","16.834","820717.03","775781.512"
"11","25","8","834","52","15","2.7","0.13","500.692","25.759","1751431.732","1673517.292"
"11","25","9","921","61","18","2.1","0.13","696.607","34.718","2341118.8","2242309.402"
"11","25","10","961","66","21","1.7","0.13","826.026","42.496","2672283.789","2561739.9"
"11","25","11","974","69","22","2.1","0.13","880.487","43.079","2832313.502","2716099.123"
"11","25","12","965","68","23","2.4","0.13","853.136","42.284","2757508.591","2643944.848"
"11","25","13","932","64","23","2.4","0.13","747.935","39.929","2455062.351","2352215.481"
"11","25","14","859","57","22","2","0.13","572.145","36.028","1921038.215","1837113.943"
"11","25","15","703","43","20","1.3","0.13","340.915","29.638","1119222.586","1063709.829"
"11","25","16","262","14","17","1.1","0.13","38.511","17.966","76958.38","58377.189"
"11","25","17","0","0","15","1.3","0.13","0","15","0","0"
"11","25","18","0","0","14","1.3","0.13","0","14","0","0"
"11","25","19","0","0","13","1.4","0.13","0","13","0","0"
"11","25","20","0","0","12","1.4","0.13","0","12","0","0"
"11","25","21","0","0","12","1.5","0.13","0","12","0","0"
"11","25","22","0","0","11","1.5","0.13","0","11","0","0"
"11","25","23","0","0","11","1.5","0.13","0","11","0","0"
"11","26","0","0","0","10","1.6","0.13","0","10","0","0"
"11","26","1","0","0","10","1.6","0.13","0","10","0","0"
"11","26","2","0","0","10","1.7","0.13","0","10","0","0"
"11","26","3","0","0","10","1.7","0.13","0","10","0","0"
"11","26","4","0","0","10","1.8","0.13","0","10","0","0"
"11","26","5","0","0","10","1.9","0.13","0","10","0","0"
"11","26","6","0","0","11","2.1","0.13","0","11","0","0"
"11","26","7","601","35","14","2.9","0.13","243.782","18.917","777338.86","733940.404"
"11","26","8","814","52","17","3.5","0.13","491.422","26.248","1715175.058","1638545.336"
"11","26","9","904","62","21","2.9","0.13","684.252","35.173","2295807.188","2198603.361"
"11","26","10","953","64","24","2","0.13","815.423","43.933","2623606.505","2514787.445"
"11","26","11","966","66","26","1","0.13","868.605","52.601","2687135.453","2576065.31"
"11","26","12","958","66","27","0.4","0.13","843.743","57.49","2559662.625","2453109.351"
"11","26","13","928","62","27","0.5","0.13","741.678","53.058","2306307.094","2208731.214"
"11","26","14","859","55","26","0.6","0.13","569.212","45.474","1839341.558","1758312.123"
"11","26","15","710","42","23","0.6","0.13","342.484","34.595","1101827.134","1046930.768"
"11","26","16","279","13","19","0.9","0.13","38.55","20.014","75740.488","57202.451"
"11","26","17","0","0","17","1.2","0.13","0","17","0","0"
"11","26","18","0","0","15","1.4","0.13","0","15","0","0"
"11","26","19","0","0","14","1.5","0.13","0","14","0","0"
"11","26","20","0","0","14","1.5","0.13","0","14","0","0"
"11","26","21","0","0","13","1.6","0.13","0","13","0","0"
"11","26","22","0","0","13","1.7","0.13","0","13","0","0"
"11","26","23","0","0","13","1.7","0.13","0","13","0","0"
"11","27","0","0","0","13","1.8","0.13","0","13","0","0"
"11","27","1","0","0","12","1.9","0.13","0","12","0","0"
"11","27","2","0","0","12","1.9","0.13","0","12","0","0"
"11","27","3","0","0","12","2","0.13","0","12","0","0"
"11","27","4","0","0","13","2.1","0.13","0","13","0","0"
"11","27","5","0","0","13","2.2","0.13","0","13","0","0"
"11","27","6","0","0","13","2.3","0.13","0","13","0","0"
"11","27","7","591","35","16","3","0.13","239.127","20.738","754479.152","711890.706"
"11","27","8","806","53","19","3.6","0.13","486.528","28.016","1686335.612","1610727.787"
"11","27","9","898","63","23","3.2","0.13","679.363","36.385","2268884.366","2172634.522"
"11","27","10","949","66","26","2.4","0.13","812.708","44.379","2610533.054","2502177.238"
"11","27","11","964","68","27","1.6","0.13","867.589","50.06","2713261.532","2601265.638"
"11","27","12","954","69","28","1","0.13","842.719","53.817","2597528.717","2489633.697"
"11","27","13","906","70","27","0.6","0.13","734.424","52.073","2292884.828","2195784.552"
"11","27","14","826","63","26","0.3","0.13","562.473","47.022","1804598.397","1724800.05"
"11","27","15","662","48","23","0.2","0.13","329.539","35.578","1055044.505","1001805.833"
"11","27","16","215","14","21","0.5","0.13","33.052","21.982","65514.85","47339.148"
"11","27","17","0","0","19","1","0.13","0","19","0","0"
"11","27","18","0","0","17","1.2","0.13","0","17","0","0"
"11","27","19","0","0","16","1.4","0.13","0","16","0","0"
"11","27","20","0","0","15","1.5","0.13","0","15","0","0"
"11","27","21","0","0","15","1.5","0.13","0","15","0","0"
"11","27","22","0","0","14","1.5","0.13","0","14","0","0"
"11","27","23","0","0","14","1.5","0.13","0","14","0","0"
"11","28","0","0","0","13","1.5","0.13","0","13","0","0"
"11","28","1","0","0","13","1.5","0.13","0","13","0","0"
"11","28","2","0","0","13","1.5","0.13","0","13","0","0"
"11","28","3","0","0","13","1.5","0.13","0","13","0","0"
"11","28","4","0","0","13","1.6","0.13","0","13","0","0"
"11","28","5","0","0","13","1.5","0.13","0","13","0","0"
"11","28","6","0","0","13","1.4","0.13","0","13","0","0"
"11","28","7","566","37","15","1.4","0.13","231.636","21.278","727091.885","685473.879"
"11","28","8","798","57","18","1.4","0.13","485.069","31.543","1657617.33","1583027.107"
"11","28","9","897","68","21","1","0.13","682.563","41.955","2229271.686","2134425.476"
"11","28","10","970","64","24","1.5","0.13","824.522","46.427","2626902.377","2517966.531"
"11","28","11","986","66","25","2.5","0.13","881.371","44.553","2820169.913","2704385.83"
"11","28","12","979","66","25","2.9","0.13","857.674","42.73","2768729.936","2654768.576"
"11","28","13","947","62","25","3","0.13","753.41","40.333","2470342.083","2366953.791"
"11","28","14","879","55","24","2.6","0.13","579.918","36.68","1943130.578","1858423.485"
"11","28","15","729","42","20","1.7","0.13","350.022","29.04","1151560.215","1094901.608"
"11","28","16","289","13","17","1.3","0.13","38.445","17.916","76363.445","57803.334"
"11","28","17","0","0","15","1.1","0.13","0","15","0","0"
